         1    -136.000      -1.000         NaN
35001.0000  2.8656-321  0.0000E+00  0.0000E+00
35001.3333  2.8656-321  1.1582E-16  0.0000E+00
35001.6667  2.8656-321  4.2715E-15  0.0000E+00
35002.0000  2.8656-321  1.9446E-14  0.0000E+00
35002.3333  2.8656-321  1.4395E-14  0.0000E+00
35002.6667  2.8656-321  8.2833E-14  0.0000E+00
35003.0000  2.8656-321  1.7190E-13  0.0000E+00
35003.3333  2.8656-321  2.1742E-13  0.0000E+00
35003.6667  2.8656-321  1.9538E-13  0.0000E+00
35004.0000  2.8656-321  1.6009E-13  0.0000E+00
35004.3333  2.8656-321  1.4393E-13  0.0000E+00
35004.6667  2.8656-321  1.2119E-13  0.0000E+00
35005.0000  2.8656-321  8.4487E-14  0.0000E+00
35005.3333  2.8656-321  4.5571E-14  0.0000E+00
35005.6667  2.8656-321  1.4801E-14  0.0000E+00
35006.0000  2.8656-321  2.9622E-14  0.0000E+00
35006.3333  2.8656-321  8.4202E-14  0.0000E+00
35006.6667  2.8656-321  4.0750E-13  0.0000E+00
35007.0000  2.8656-321  7.2878E-13  0.0000E+00
35007.3333  2.8656-321  1.0216E-12  0.0000E+00
35007.6667  2.8656-321  1.1078E-12  0.0000E+00
35008.0000  2.8656-321  1.1496E-12  0.0000E+00
35008.3333  2.8656-321  1.0927E-12  0.0000E+00
35008.6667  2.8656-321  1.0109E-12  0.0000E+00
35009.0000  2.8656-321  1.2450E-12  0.0000E+00
35009.3333  2.8656-321  1.8294E-12  0.0000E+00
35009.6667  2.8656-321  1.8594E-12  0.0000E+00
35010.0000  2.8656-321  3.5744E-12  0.0000E+00
35010.3333  2.8656-321  4.0083E-12  0.0000E+00
35010.6667  2.8656-321  1.9407E-12  0.0000E+00
35011.0000  2.8656-321  1.2471E-12  0.0000E+00
35011.3333  2.8656-321  9.1356E-13  0.0000E+00
35011.6667  2.8656-321  7.1620E-13  0.0000E+00
35012.0000  2.8656-321  7.2792E-13  0.0000E+00
35012.3333  2.8656-321  2.4712E-13  0.0000E+00
35012.6667  2.8656-321  1.4089E-13  0.0000E+00
35013.0000  2.8656-321  2.7744E-14  0.0000E+00
35013.3333  2.8656-321  6.5213E-13  0.0000E+00
35013.6667  2.8656-321  9.7565E-13  0.0000E+00
35014.0000  2.8656-321  1.3792E-14  0.0000E+00
35014.3333  2.8656-321  4.8811E-15  0.0000E+00
35014.6667  2.8656-321  4.9910E-15  0.0000E+00
35015.0000  2.8656-321  2.0001E-14  0.0000E+00
35015.3333  2.8656-321  4.0018E-13  0.0000E+00
35015.6667  2.8656-321  1.1622E-13  0.0000E+00
35016.0000  2.8656-321  1.0154E-13  0.0000E+00
35016.3333  2.8656-321  6.7431E-14  0.0000E+00
35016.6667  2.8656-321  8.8201E-16  0.0000E+00
35017.0000  2.8656-321  1.0026E-14  0.0000E+00
35017.3333  2.8656-321  6.8032E-13  0.0000E+00
35017.6667  2.8656-321  3.6138E-12  0.0000E+00
35018.0000  2.8656-321  1.2773E-13  0.0000E+00
35018.3333  2.8656-321  1.2201E-13  0.0000E+00
35018.6667  2.8656-321  1.7645E-15  0.0000E+00
35019.0000  2.8656-321  6.1590E-15  0.0000E+00
35019.3333  2.8656-321  4.1388E-13  0.0000E+00
35019.6667  2.8656-321  1.4324E-13  0.0000E+00
35020.0000  2.8656-321  9.8714E-14  0.0000E+00
35020.3333  2.8656-321  2.0080E-12  0.0000E+00
35020.6667  2.8656-321  2.9278E-14  0.0000E+00
35021.0000  2.8656-321  4.8983E-14  0.0000E+00
35021.3333  2.8656-321  4.0745E-13  0.0000E+00
35021.6667  2.8656-321  3.0218E-16  0.0000E+00
35022.0000  2.8656-321  3.6307E-14  0.0000E+00
35022.3333  2.8656-321  9.5963E-15  0.0000E+00
35022.6667  2.8656-321  2.3378E-15  0.0000E+00
35023.0000  2.8656-321  3.7421E-14  0.0000E+00
35023.3333  2.8656-321  8.8932E-14  0.0000E+00
35023.6667  2.8656-321  3.1235E-13  0.0000E+00
35024.0000  2.8656-321  1.7548E-14  0.0000E+00
35024.3333  2.8656-321  9.5585E-14  0.0000E+00
35024.6667  2.8656-321  3.9771E-14  0.0000E+00
35025.0000  2.8656-321  2.0353E-14  0.0000E+00
35025.3333  2.8656-321  3.9548E-14  0.0000E+00
35025.6667  2.8656-321  4.0616E-16  0.0000E+00
35026.0000  2.8656-321  5.1372E-14  0.0000E+00
35026.3333  2.8656-321  4.5650E-15  0.0000E+00
35026.6667  2.8656-321  3.8593E-16  0.0000E+00
35027.0000  2.8656-321  1.4388E-15  0.0000E+00
35027.3333  2.8656-321  4.5873E-15  0.0000E+00
35027.6667  2.8656-321  1.4672E-16  0.0000E+00
35028.0000  2.8656-321  2.0090E-14  0.0000E+00
35028.3333  2.8656-321  1.0278E-11  0.0000E+00
35028.6667  2.8656-321  4.4082E-13  0.0000E+00
35029.0000  2.8656-321  5.2962E-14  0.0000E+00
35029.3333  2.8656-321  1.1092E-14  0.0000E+00
35029.6667  2.8656-321  6.6916E-15  0.0000E+00
35030.0000  2.8656-321  1.0172E-13  0.0000E+00
35030.3333  2.8656-321  3.5191E-14  0.0000E+00
35030.6667  2.8656-321  2.4969E-13  0.0000E+00
35031.0000  2.8656-321  3.5599E-14  0.0000E+00
35031.3333  2.8656-321  1.1617E-14  0.0000E+00
35031.6667  2.8656-321  2.5060E-14  0.0000E+00
35032.0000  2.8656-321  6.1171E-15  0.0000E+00
35032.3333  2.8656-321  2.1265E-15  0.0000E+00
35032.6667  2.8656-321  1.9824E-14  0.0000E+00
35033.0000  2.8656-321  2.7479E-15  0.0000E+00
35033.3333  2.8656-321  1.0716E-15  0.0000E+00
35033.6667  2.8656-321  4.5297E-14  0.0000E+00
35034.0000  2.8656-321  3.2220E-14  0.0000E+00
35034.3333  2.8656-321  6.9960E-15  0.0000E+00
35034.6667  2.8656-321  5.9745E-15  0.0000E+00
35035.0000  2.8656-321  1.2752E-14  0.0000E+00
35035.3333  2.8656-321  3.1045E-14  0.0000E+00
35035.6667  2.8656-321  7.9540E-14  0.0000E+00
35036.0000  2.8656-321  1.1936E-13  0.0000E+00
35036.3333  2.8656-321  1.2251E-13  0.0000E+00
35036.6667  2.8656-321  7.7657E-14  0.0000E+00
35037.0000  2.8656-321  1.5358E-13  0.0000E+00
35037.3333  2.8656-321  1.8803E-13  0.0000E+00
35037.6667  2.8656-321  6.8860E-15  0.0000E+00
35038.0000  2.8656-321  9.7044E-14  0.0000E+00
35038.3333  2.8656-321  7.5740E-15  0.0000E+00
35038.6667  2.8656-321  1.3503E-15  0.0000E+00
35039.0000  2.8656-321  7.2784E-14  0.0000E+00
35039.3333  2.8656-321  6.4164E-14  0.0000E+00
35039.6667  2.8656-321  4.2108E-16  0.0000E+00
35040.0000  2.8656-321  1.4286E-15  0.0000E+00
