         1    -136.000      -1.000         NaN
35001.0000  4.2934-321  0.0000E+00  0.0000E+00
35001.3333  4.2934-321  5.0256E-18  0.0000E+00
35001.6667  4.2934-321  4.8725E-17  0.0000E+00
35002.0000  4.2934-321  3.1693E-16  0.0000E+00
35002.3333  4.2934-321  2.4295E-15  0.0000E+00
35002.6667  4.2934-321  3.8858E-15  0.0000E+00
35003.0000  4.2934-321  5.8201E-15  0.0000E+00
35003.3333  4.2934-321  9.2537E-15  0.0000E+00
35003.6667  4.2934-321  8.9499E-15  0.0000E+00
35004.0000  4.2934-321  1.1643E-14  0.0000E+00
35004.3333  4.2934-321  1.1969E-14  0.0000E+00
35004.6667  4.2934-321  1.0679E-14  0.0000E+00
35005.0000  4.2934-321  1.2488E-14  0.0000E+00
35005.3333  4.2934-321  2.0561E-14  0.0000E+00
35005.6667  4.2934-321  4.4887E-14  0.0000E+00
35006.0000  4.2934-321  2.2509E-13  0.0000E+00
35006.3333  4.2934-321  2.4476E-13  0.0000E+00
35006.6667  4.2934-321  2.0759E-13  0.0000E+00
35007.0000  4.2934-321  2.3749E-13  0.0000E+00
35007.3333  4.2934-321  2.7761E-13  0.0000E+00
35007.6667  4.2934-321  2.6570E-13  0.0000E+00
35008.0000  4.2934-321  2.8830E-13  0.0000E+00
35008.3333  4.2934-321  3.5384E-13  0.0000E+00
35008.6667  4.2934-321  4.8205E-13  0.0000E+00
35009.0000  4.2934-321  5.6219E-13  0.0000E+00
35009.3333  4.2934-321  6.9846E-13  0.0000E+00
35009.6667  4.2934-321  7.1721E-13  0.0000E+00
35010.0000  4.2934-321  9.9752E-13  0.0000E+00
35010.3333  4.2934-321  1.0375E-12  0.0000E+00
35010.6667  4.2934-321  6.3160E-13  0.0000E+00
35011.0000  4.2934-321  7.6017E-13  0.0000E+00
35011.3333  4.2934-321  8.0782E-13  0.0000E+00
35011.6667  4.2934-321  9.1937E-13  0.0000E+00
35012.0000  4.2934-321  1.3184E-12  0.0000E+00
35012.3333  4.2934-321  8.3952E-13  0.0000E+00
35012.6667  4.2934-321  8.8982E-13  0.0000E+00
35013.0000  4.2934-321  5.3200E-13  0.0000E+00
35013.3333  4.2934-321  0.0000E+00  0.0000E+00
35013.6667  4.2934-321  0.0000E+00  0.0000E+00
35014.0000  4.2934-321  0.0000E+00  0.0000E+00
35014.3333  4.2934-321  0.0000E+00  0.0000E+00
35014.6667  4.2934-321  4.2267E-13  0.0000E+00
35015.0000  4.2934-321  5.7370E-13  0.0000E+00
35015.3333  4.2934-321  2.4218E-13  0.0000E+00
35015.6667  4.2934-321  4.4924E-13  0.0000E+00
35016.0000  4.2934-321  5.1482E-13  0.0000E+00
35016.3333  4.2934-321  0.0000E+00  0.0000E+00
35016.6667  4.2934-321  2.4434E-13  0.0000E+00
